Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,cover_url,cover_path
43535770,15 Minute Mathematician,Anne Rooney,"Rooney, Anne",,"=""1784047422""","=""9781784047429""",5,3.75,GARDNERS VI BOOKS AMS006,Paperback,304.0,2015.0,2015.0,2021/03/11,2021/03/06,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1547189066i/43535770.jpg,images/book-cover/1784047422.jpg
26535657,From Impossible To Inevitable: How Hyper-Growth Companies Create Predictable Revenue,Aaron Ross,"Ross, Aaron",Jason Lemkin,"=""1119166713""","=""9781119166719""",5,4.19,Wiley,Hardcover,320.0,2016.0,2016.0,2021/03/08,2021/03/01,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1449996747i/26535657.jpg,images/book-cover/1119166713.jpg
16637255,Maths in Minutes: 200 Key Concepts Explained in an Instant,Paul Glendinning,"Glendinning, Paul",,"=""1780873697""","=""9781780873695""",5,3.6,Quercus,Paperback,416.0,2012.0,2012.0,2021/03/06,2021/03/02,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356143702i/16637255.jpg,images/book-cover/1780873697.jpg
9512986,The Personal MBA: Master the Art of Business,Josh Kaufman,"Kaufman, Josh",,"=""1101446080""","=""9781101446089""",5,4.09,Portfolio,Kindle Edition,464.0,2010.0,2010.0,2021/03/03,2020/12/01,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328360061i/9512986.jpg,images/book-cover/1101446080.jpg
35747076,Accelerate: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""1942788339""","=""9781942788331""",2,4.05,IT Revolution,Paperback,288.0,2018.0,,2019/07/29,2019/03/20,,,read,,,,2,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1520615948i/35747076.jpg,images/book-cover/1942788339.jpg
18952092,"Pitch Anything: An Innovative Method for Presenting, Persuading, and Winning the Deal",Oren Klaff,"Klaff, Oren",,"=""007175976X""","=""9780071759762""",4,4.06,McGraw Hill,Kindle Edition,242.0,2011.0,2011.0,2021/02/26,2021/02/24,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1385424935i/18952092.jpg,images/book-cover/007175976X.jpg
56688463,How to Train Your Mind: Exploring the Productivity Benefits of Meditation,Chris   Bailey,"Bailey, Chris",,"=""""","=""""",2,3.81,,Audiobook,,2021.0,,2021/02/24,2021/02/22,,,read,,,,1,0,,
22231627,Brain Rules for Baby: How to Raise a Smart and Happy Child from Zero to Five,John Medina,"Medina, John",,"=""0983263396""","=""9780983263395""",0,4.3,Pear Press,Kindle Edition,372.0,2014.0,2010.0,,2021/02/24,to-read,to-read (#95),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1431936097i/22231627.jpg,images/book-cover/0983263396.jpg
30197119,Liminal Thinking,Dave  Gray,"Gray, Dave",,"=""""","=""""",2,3.93,Rosenfeld Media,Paperback,224.0,2016.0,2016.0,2021/02/22,2021/02/20,,,read,,,,1,0,,
12688360,Predictable Revenue: Turn Your Business Into a Sales Machine with the $100 Million Best Practices of Salesforce.com,Aaron Ross,"Ross, Aaron",Marylou Tyler,"=""0984380213""","=""9780984380213""",0,3.97,Pebblestorm,Paperback,213.0,2011.0,2011.0,,2021/02/20,to-read,to-read (#94),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347275274i/12688360.jpg,images/book-cover/0984380213.jpg
4542642,The Art of War,Sun Tzu,"Tzu, Sun",John Minford,"=""0140455523""","=""9780140455526""",5,3.95,Penguin Books Ltd,Paperback,101.0,2008.0,-500.0,2016/05/02,2016/02/27,favorites,favorites (#14),read,,,,2,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348361435i/4542642.jpg,images/book-cover/0140455523.jpg
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",5,4.13,Ecco,Hardcover,392.0,2015.0,2015.0,2021/02/20,2016/02/27,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1518291452i/25541028.jpg,images/book-cover/0062301233.jpg
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.17,Simon & Schuster,Hardcover,675.0,2007.0,2007.0,,2021/02/13,to-read,to-read (#93),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328011405i/10884.jpg,images/book-cover/0743264738.jpg
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",5,4.14,Pantheon,Hardcover,335.0,2018.0,2018.0,2021/02/13,2020/05/03,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1510351877i/35749414.jpg,images/book-cover/110187032X.jpg
16144523,Genesis,Sebastião Salgado,"Salgado, Sebastião",Lélia Wanick Salgado,"=""3836538725""","=""9783836538725""",0,4.74,TASCHEN,Hardcover,517.0,2013.0,2013.0,,2017/10/03,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1366275966i/16144523.jpg,images/book-cover/3836538725.jpg
3088984,Turning Numbers into Knowledge: Mastering the Art of Problem Solving,Jonathan G. Koomey,"Koomey, Jonathan G.",,"=""0970601921""","=""9780970601926""",0,3.87,Analytics Press,Paperback,247.0,2008.0,2003.0,,2021/02/12,to-read,to-read (#92),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1328765381i/3088984.jpg,images/book-cover/0970601921.jpg
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142.0,1982.0,1954.0,,2021/02/12,to-read,to-read (#91),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1427665814i/51291.jpg,images/book-cover/0393310728.jpg
17213920,The Game Theory,Uri Bram,"Bram, Uri",,"=""1484884078""","=""9781484884072""",0,3.37,Kuri Books,Paperback,55.0,2012.0,2012.0,,2021/02/12,to-read,to-read (#90),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1357583316i/17213920.jpg,images/book-cover/1484884078.jpg
13617094,Thinking Statistically,Uri Bram,"Bram, Uri",,"=""""","=""""",0,3.86,,Unknown Binding,78.0,,2011.0,,2021/02/12,to-read,to-read (#89),to-read,,,,0,0,,
116192,How to Read a Financial Report: Wringing Vital Signs Out of the Numbers,John A. Tracy,"Tracy, John A.",,"=""0471478679""","=""9780471478676""",0,3.92,John Wiley & Sons Inc,Paperback,192.0,2004.0,1980.0,,2021/02/12,to-read,to-read (#88),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1171721502i/116192.jpg,images/book-cover/0471478679.jpg
6602359,Accounting Made Simple: Accounting Explained in 100 Pages or Less (Financial Topics in 100 Pages or Less),Mike Piper,"Piper, Mike",,"=""0981454224""","=""9780981454221""",0,3.93,"Simple Subjects, LLC",Paperback,114.0,2013.0,2008.0,,2021/02/12,to-read,to-read (#87),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1397422742i/6602359.jpg,images/book-cover/0981454224.jpg
12661583,"Simple Numbers, Straight Talk, Big Profits!: 4 Keys to Unlock Your Business Potential",Greg Crabtree,"Crabtree, Greg",Beverly Blair Harzog,"=""1608320561""","=""9781608320561""",0,4.15,MJ Lane Publishing,Hardcover,200.0,2011.0,2011.0,,2021/02/12,to-read,to-read (#86),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347366465i/12661583.jpg,images/book-cover/1608320561.jpg
5152210,Financial Intelligence for Entrepreneurs: What You Really Need to Know About the Numbers,Karen Berman,"Berman, Karen","Joe Knight, John Case","=""1422119157""","=""9781422119150""",0,4.19,Harvard Business Press,Paperback,262.0,2008.0,2008.0,,2021/02/12,to-read,to-read (#85),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348977453i/5152210.jpg,images/book-cover/1422119157.jpg
48816586,Software Engineering at Google: Lessons Learned from Programming Over Time,Titus Winters,"Winters, Titus","Tom Manshreck, Hyrum Wright","=""1492082791""","=""9781492082798""",0,4.2,O'Reilly Media,Paperback,602.0,2020.0,2020.0,,2021/02/06,to-read,to-read (#84),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1576579607i/48816586.jpg,images/book-cover/1492082791.jpg
39286958,Measure What Matters,John Doerr,"Doerr, John",,"=""""","=""""",5,3.98,Penguin,Kindle Edition,299.0,2018.0,2017.0,2021/02/05,2019/09/26,,,read,,,,1,0,,
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",5,4.32,Avery,Kindle Edition,319.0,2018.0,2018.0,2020/03/20,2020/02/27,,,read,"A very well written book. I was feeling uninterested at the beginning because I have already read most of the ideas on initial chapters from other books. Even though, I see this as an opportunity to reinforce those ideas. <br/><br/>But I could find some interesting ideas at the end of the book that I feel can make an impact on my life. ",,,2,0,,
50083124,"Distributed Tracing in Practice: Instrumenting, Analyzing, and Debugging Microservices",Austin Parker,"Parker, Austin","Daniel Spoonhower, Jonathan Mace, Rebecca Isaacs, Ben Sigelman","=""1492056634""","=""9781492056638""",0,4.06,O'Reilly Media,Paperback,350.0,2020.0,,,2021/01/30,to-read,to-read (#83),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1573876248i/50083124.jpg,images/book-cover/1492056634.jpg
13234710,The Founder's Dilemmas: Anticipating and Avoiding the Pitfalls That Can Sink a Startup (The Kauffman Foundation Series on Innovation and Entrepreneurship),Noam Wasserman,"Wasserman, Noam",,"=""0691149135""","=""9780691149134""",5,4.02,Princeton University Press,Hardcover,480.0,2012.0,2011.0,2021/01/11,2020/06/30,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356093515i/13234710.jpg,images/book-cover/0691149135.jpg
44585060,Microcopy: The Complete Guide,Kinneret Yifrah,"Yifrah, Kinneret",Jacqui Licht,"=""9655727947""","=""9789655727944""",5,4.4,Nemala,Paperback,272.0,2019.0,,2020/07/09,2020/02/03,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1553460146i/44585060.jpg,images/book-cover/9655727947.jpg
55364115,A Promised Land,Barack Obama,"Obama, Barack",,"=""""","=""""",0,4.32,Random House Audio,Audible Audio,27.0,2020.0,2020.0,,2020/12/21,to-read,to-read (#82),to-read,,,,0,0,,
242530,The Hero's Journey: Joseph Campbell on His Life & Work (Works),Joseph Campbell,"Campbell, Joseph",Phil Cousineau,"=""1577314042""","=""9781577314042""",5,4.29,New World Library,cloth,288.0,2003.0,1990.0,2020/12/21,2020/12/11,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386922161i/242530.jpg,images/book-cover/1577314042.jpg
37532582,Bigger Than This: How to Turn Any Venture Into An Admired Brand,Fabian Geyrhalter,"Geyrhalter, Fabian",,"=""0989646173""","=""9780989646178""",5,4.19,Brandtro,Paperback,202.0,2018.0,,2020/12/17,2020/12/17,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1515519388i/37532582.jpg,images/book-cover/0989646173.jpg
50992352,How to Launch a Brand: Your Step-By-Step Guide to Crafting a Brand from Positioning to Naming and Brand Identity,Fabian Geyrhalter,"Geyrhalter, Fabian",,"=""0989646130""","=""9780989646130""",4,3.91,Brandtro,Paperback,122.0,2020.0,,2020/12/17,2020/12/17,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1580776330i/50992352.jpg,images/book-cover/0989646130.jpg
54898389,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric",,"=""""","=""9781544514208""",0,4.39,Magrathea Publishing,Kindle Edition,244.0,2020.0,2020.0,,2020/12/11,to-read,to-read (#81),to-read,,,,0,0,,
26530322,Are We Smart Enough to Know How Smart Animals Are?,Frans de Waal,"Waal, Frans de",,"=""0393246183""","=""9780393246186""",5,3.97,W. W. Norton & Company,Hardcover,340.0,2016.0,2016.0,2020/12/11,2017/04/19,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1448044158i/26530322.jpg,images/book-cover/0393246183.jpg
37886498,The Practicing Stoic,Ward Farnsworth,"Farnsworth, Ward",,"=""1567926118""","=""9781567926118""",3,4.35,"David R. Godine, Publisher",Hardcover,292.0,2018.0,2018.0,2020/12/11,2020/11/05,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1675495528i/37886498.jpg,images/book-cover/1567926118.jpg
53731766,Conceptual Programming with Python,Thorsten Altenkirch,"Altenkirch, Thorsten",,"=""""","=""""",4,4.5,,Kindle Edition,,2020.0,2019.0,2020/12/01,2020/10/16,,,read,,,,1,0,,
26895830,Digital Marketing for Dummies,Ryan Deiss,"Deiss, Ryan",Russ Henneberry,"=""1119235596""","=""9781119235590""",5,4.03,For Dummies,Paperback,360.0,2017.0,,2020/11/05,2020/10/23,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1468229116i/26895830.jpg,images/book-cover/1119235596.jpg
30301920,Typography Pocket Essentials,Alastair Campbell,"Campbell, Alastair",Alistair Dabbs,"=""""","=""""",4,4.12,Ilex Press,Kindle Edition,226.0,2014.0,2014.0,2019/09/21,2019/09/08,,,read,,,,1,1,,
32714199,The Craving Mind: From Cigarettes to Smartphones to Love – Why We Get Hooked and How We Can Break Bad Habits,Judson Brewer,"Brewer, Judson",Jon Kabat-Zinn,"=""0300223242""","=""9780300223248""",3,3.68,Yale University Press,Hardcover,256.0,2017.0,2017.0,2020/11/05,2020/10/17,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1478649316i/32714199.jpg,images/book-cover/0300223242.jpg
24822209,Elasticsearch: The Definitive Guide: A Distributed Real-Time Search and Analytics Engine,Clinton Gormley,"Gormley, Clinton",Zachary Tong,"=""1449358519""","=""9781449358518""",5,4.26,O'Reilly Media,Kindle Edition,958.0,2015.0,2014.0,2020/10/19,2020/10/17,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1440884920i/24822209.jpg,images/book-cover/1449358519.jpg
20663771,Origins: Fourteen Billion Years of Cosmic Evolution,Neil deGrasse Tyson,"Tyson, Neil deGrasse",Donald Goldsmith,"=""0393350398""","=""9780393350395""",3,4.14,W. W. Norton & Company,Paperback,352.0,2014.0,2004.0,2020/10/17,2020/10/06,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1408925671i/20663771.jpg,images/book-cover/0393350398.jpg
20578350,"Hello, My Name Is Awesome: How to Create Brand Names That Stick",Alexandra Watkins,"Watkins, Alexandra",,"=""1626561869""","=""9781626561861""",5,4.13,Berrett-Koehler Publishers,Paperback,110.0,2014.0,2014.0,2020/10/12,2020/10/12,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1396840789i/20578350.jpg,images/book-cover/1626561869.jpg
51786641,"Brand New Name: A Proven, Step-by-Step Process to Create an Unforgettable Brand Name",Jeremy  Miller,"Miller, Jeremy",,"=""1989025617""","=""9781989025611""",4,3.93,Page Two,Kindle Edition,239.0,2019.0,,2020/10/12,2020/10/12,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1571323955l/51786641.jpg,images/book-cover/1989025617.jpg
9420697,"The Compound Effect: Jumpstart Your Income, Your Life, Your Success",Darren Hardy,"Hardy, Darren",,"=""""","=""""",2,4.21,SUCCESS Books,Kindle Edition,162.0,2010.0,2010.0,2020/10/06,2020/10/02,,,read,,,,1,0,,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",5,4.01,Time Warner Book Group,Paperback,301.0,2002.0,2000.0,2020/10/02,2020/09/14,,,read,,,,1,0,,
36565408,ഓര്‍മ്മകളുടെ ഭ്രമണപഥം | Ormakalude Bhramanapadham,Nambi Narayanan,"Narayanan, Nambi",,"=""""","=""9789386429179""",5,4.21,Current Books Thrissur,Paperback,336.0,2017.0,,2020/09/26,2020/09/11,,,read,,,,1,0,,
7118874,"Theories, Predictions, and Diagnoses: Part Two from What the Dog Saw",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316086150""","=""9780316086158""",0,3.99,"Little, Brown and Company",Kindle Edition,120.0,2009.0,2009.0,,2020/09/14,to-read,to-read (#80),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1276443034i/7118874.jpg,images/book-cover/0316086150.jpg
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",0,3.85,"Little, Brown and Company",Hardcover,444.0,2009.0,2009.0,,2020/09/14,to-read,to-read (#79),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344263875i/6516450.jpg,images/book-cover/0316078573.jpg
34885438,"Unfuck Your Brain: Using Science to Get Over Anxiety, Depression, Anger, Freak-Outs, and Triggers",Faith G. Harper,"Harper, Faith G.",,"=""1621064972""","=""9781621064978""",1,3.32,Microcosm Publishing,Kindle Edition,196.0,2010.0,2017.0,2020/09/13,2020/09/12,,,read,Poor writing and bad audio quality. I couldn’t finish it ,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1492574784i/34885438.jpg,images/book-cover/1621064972.jpg
39067892,Cognitive Behavioral Therapy: Techniques for Retraining Your Brain,Jason M. Satterfield,"Satterfield, Jason M.",,"=""1629971359""","=""9781629971353""",4,4.04,Great Courses,Audio CD,,2015.0,2015.0,2020/09/12,2020/08/18,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1520391653i/39067892.jpg,images/book-cover/1629971359.jpg
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""1591847788""","=""9781591847786""",5,4.12,Portfolio,Hardcover,256.0,2014.0,2013.0,2020/09/02,2016/03/18,favorites,favorites (#17),read,,,,2,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1407112405i/22668729.jpg,images/book-cover/1591847788.jpg
98920,The Bastard of Istanbul,Elif Shafak,"Shafak, Elif",,"=""0670038342""","=""9780670038343""",5,3.88,Viking Adult,Hardcover,368.0,2007.0,2006.0,2020/08/21,2020/05/25,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1309282092i/98920.jpg,images/book-cover/0670038342.jpg
31409099,"Storytelling in Design: Defining, Designing, and Selling Multidevice Products",Anna Dahlström,"Dahlström, Anna",,"=""1491959428""","=""9781491959428""",0,3.69,O'Reilly Media,Paperback,412.0,2019.0,,,2020/08/16,to-read,to-read (#78),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1577257158i/31409099.jpg,images/book-cover/1491959428.jpg
34110923,Medical School for Everyone: Grand Rounds Cases,Roy Benaroch,"Benaroch, Roy",,"=""""","=""9781629970677""",4,4.29,The Teaching Company,Audio CD,,2014.0,2014.0,2020/08/16,2020/08/05,,,read,,,,1,0,,
13414626,ദല്‍ഹി ഗാഥകള്‍ | Delhi Gaadhakal,M. Mukundan,"Mukundan, M.",,"=""8126433280""","=""9788126433285""",5,4.16,DC Books,Paperback,496.0,2011.0,2010.0,2018/01/18,2017/12/05,favorites,favorites (#41),read,,,,1,1,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1473770803i/13414626.jpg,images/book-cover/8126433280.jpg
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",2,4.14,Riverhead Books,Hardcover,280.0,2020.0,2020.0,2020/08/04,2020/07/30,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1575339793i/48890486.jpg,images/book-cover/0735213615.jpg
45894164,The Communication Book: 44 Ideas for Better Conversations Every Day,Mikael Krogerus,"Krogerus, Mikael",Roman Tschäppeler,"=""1324001984""","=""9781324001980""",0,3.72,W. W. Norton & Company,Hardcover,208.0,2020.0,,,2020/07/30,to-read,to-read (#77),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1580510465i/45894164.jpg,images/book-cover/1324001984.jpg
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",5,4.07,Business Plus,Kindle Edition,288.0,2012.0,2012.0,2020/07/30,2020/07/25,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1360564614i/13525945.jpg,images/book-cover/1455509108.jpg
53694101,The MAF Method: A Personalized Approach to Health and Fitness,Philip Maffetone,"Maffetone, Philip",,"=""""","=""""",3,3.43,,Kindle Edition,78.0,2020.0,,2020/07/27,2020/07/27,,,read,Most of the contents are repeated from his previous book The maffeton method and his blog. ,,,1,0,,
19426996,"The Maffetone Method: The Holistic, Low-Stress, No-Pain Way to Exceptional Fitness",Philip Maffetone,"Maffetone, Philip",,"=""0071784438""","=""9780071784436""",5,3.95,International Marine/Ragged Mountain Press,Kindle Edition,210.0,1999.0,1999.0,2020/07/27,2020/07/20,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923298i/19426996.jpg,images/book-cover/0071784438.jpg
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816021""","=""9780345816023""",2,3.91,Random House Canada,Hardcover,409.0,2018.0,2018.0,2020/07/25,2020/07/21,,,read,I had seen some good reviews about this book but the content is too long with very little value. ,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1512705866i/30257963.jpg,images/book-cover/0345816021.jpg
34507927,How to Take Smart Notes,Sönke Ahrens,"Ahrens, Sönke",,"=""""","=""""",0,4.08,,Kindle Edition,178.0,2017.0,2017.0,,2020/07/22,to-read,to-read (#76),to-read,,,,0,0,,
6667514,The Checklist Manifesto: How to Get Things Right,Atul Gawande,"Gawande, Atul",,"=""0805091742""","=""9780805091748""",0,4.04,Metropolitan Books,Hardcover,208.0,2009.0,2009.0,,2020/07/22,to-read,to-read (#75),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1647403235i/6667514.jpg,images/book-cover/0805091742.jpg
10483536,Musicophilia: Tales of Music and the Brain,Oliver Sacks,"Sacks, Oliver",,"=""0330523597""","=""9780330523592""",0,3.95,Picador USA,Paperback,448.0,2011.0,2007.0,,2020/07/22,to-read,to-read (#74),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1335906188i/10483536.jpg,images/book-cover/0330523597.jpg
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",5,4.19,"Little, Brown and Company",Hardcover,309.0,2008.0,2008.0,2020/07/21,2020/07/10,favorites,favorites (#48),read,"After reading this book, Malcom Gladwell is one of my favorite author. <br/>He clearly explains the advantages successful people had in their upbringing how this advantages played a role in their success in their respective field.",,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344266315i/3228917.jpg,images/book-cover/0316017922.jpg
31195135,I am The Mind,Deep Trivedi,"Trivedi, Deep",,"=""9384850098""","=""9789384850098""",1,3.82,Aatman Innovations Pvt. Ltd.,Paperback,266.0,2016.0,2014.0,2020/07/10,2020/07/10,,,read,Disappointed. It’s just some BS pseudoscience without any rationalities.<br/>The stories supporting the claims are totally made up and unrealistic.<br/>Distorting psychology to prove his claims and most importantly poorly written. ,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1469184448i/31195135.jpg,images/book-cover/9384850098.jpg
19098273,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,"=""0007518005""","=""""",5,3.98,William Collins,Kindle Edition,306.0,2013.0,2013.0,2020/07/10,2020/02/22,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1437644465i/19098273.jpg,images/book-cover/0007518005.jpg
52752938,Early Indians: The Story of Our Ancestors and Where We Came From,Tony Joseph,"Joseph, Tony",,"=""9353450179""","=""9789353450175""",3,4.34,Juggernaut,Kindle Edition,321.0,2018.0,2018.0,2020/07/07,2020/02/16,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1570965099l/52752938.jpg,images/book-cover/9353450179.jpg
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",5,4.21,Harper Business,Paperback,320.0,2006.0,1984.0,2020/07/01,2020/06/12,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1391026083i/28815.jpg,images/book-cover/006124189X.jpg
16033602,Lean Analytics: Use Data to Build a Better Startup Faster,Alistair Croll,"Croll, Alistair",Benjamin Yoskovitz,"=""1449335675""","=""9781449335670""",0,4.1,O'Reilly Media,Hardcover,440.0,2013.0,2013.0,,2020/06/30,to-read,to-read (#73),to-read,,,,0,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1688930102i/16033602.jpg,images/book-cover/1449335675.jpg
7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,"=""030746363X""","=""9780307463630""",2,3.71,Crown Pub,Hardcover,571.0,2010.0,2000.0,2020/06/12,2020/06/09,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1351861578i/7148931.jpg,images/book-cover/030746363X.jpg
43160250,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",Adam Skolnick,"=""""","=""""",5,4.3,Lioncrest Publishing,Audible Audio,366.0,2018.0,2018.0,2020/06/08,2020/05/12,,,read,,,,1,0,,
15824369,HBR's 10 Must Reads on Strategic Marketing,Harvard Business Review,"Review, Harvard Business",,"=""1422189880""","=""9781422189887""",2,3.98,Harvard Business Review Press,Paperback,224.0,2013.0,2013.0,2020/06/04,2020/06/04,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1346806704i/15824369.jpg,images/book-cover/1422189880.jpg
45166937,"Obviously Awesome: How to Nail Product Positioning so Customers Get It, Buy It, Love It",April Dunford,"Dunford, April",,"=""1999023013""","=""9781999023010""",5,4.25,Ambient Press,Kindle Edition,204.0,2019.0,,2020/05/28,2020/05/27,,,read,,,,1,0,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1555591852i/45166937.jpg,images/book-cover/1999023013.jpg
